Id,Hour1,Hour2,Hour3,Lat,Lon,Posts
2564,06,03,23,40.743,-74.039,7
2565,18,17,02,36.853,-76.367,7
2566,22,23,21,53.373,-2.107,352
2567,18,21,22,34.046,-118.448,12
2568,16,23,12,40.386,-79.902,133
2571,07,00,25,30.267,-97.743,2
2572,16,25,25,37.307,-122.002,1
2573,08,06,05,37.600,-122.374,54
2574,21,00,23,31.039,31.379,326
2575,00,04,21,42.293,-85.644,31
2576,13,11,03,29.603,-98.630,14
2577,00,20,03,26.625,-81.624,46
2578,12,11,13,63.837,20.236,167
2579,03,07,08,35.675,139.672,26
2580,16,15,21,39.739,-104.984,3
2581,18,25,25,47.606,-122.332,1
2582,15,00,05,-33.941,151.233,30
2583,10,09,11,0.0,0.0,15
2584,22,14,23,47.037,-122.928,383
2585,18,21,20,53.564,9.979,474
2586,22,02,23,37.747,-84.294,199
2587,00,23,01,21.292,-157.853,9
2589,21,22,20,34.046,-118.448,11
2590,22,07,19,28.538,-81.379,4
2591,08,07,06,42.166,-83.781,77
2592,16,21,00,37.441,-122.143,12
2593,17,25,25,32.221,-110.926,1
2594,00,18,23,33.950,-117.416,8
2595,00,17,21,25.667,-80.372,9
2596,19,22,23,41.800,-87.937,6
2597,19,21,25,-34.858,-56.170,2
2598,20,00,19,33.712,-112.104,4
2599,02,03,05,43.088,-77.581,5
2600,17,12,08,48.208,16.372,74
2601,05,01,25,47.366,8.55,2
2602,23,00,17,33.415,-111.549,6
2604,12,14,25,53.983,-1.533,6
2605,04,25,25,38.951,-77.022,1
2606,05,01,03,37.774,-122.419,12
2607,09,12,08,59.316,18.028,556
2608,13,25,25,47.923,11.505,1
2609,05,23,22,35.177,-80.789,12
2610,07,21,06,41.257,-95.938,4
2611,11,21,13,52.548,-1.840,4
2612,20,19,16,37.047,-122.031,10
2613,16,25,25,55.833,-4.25,1
2614,23,16,12,51.557,-0.082,17
2615,05,06,22,21.407,-157.812,32
2616,04,21,20,42.222,-83.396,11
2617,23,21,25,38.908,-77.018,3
2618,05,04,01,34.945,137.186,12
2619,12,14,15,40.633,-73.907,30
2620,01,25,25,-27.467,153.028,1
2621,03,21,25,44.272,-76.446,2
2622,01,16,05,39.733,-104.979,48
2623,08,22,25,37.754,-122.464,3
2624,23,16,21,32.870,-97.099,64
2625,19,20,18,63.416,10.8,805
2626,17,21,14,41.590,-93.610,4
2627,02,18,23,0.0,0.0,49
2628,16,25,25,35.468,-97.518,1
2629,02,23,17,42.370,-87.902,15
2631,18,20,22,25.790,-80.130,9
2632,15,02,25,-34.157,-70.740,2
2634,03,02,18,40.165,-105.102,5
2635,03,14,19,40.743,-73.983,11
2636,16,25,25,41.603,-93.724,2
2637,00,01,16,36.180,-86.729,227
2638,21,23,04,10.480,-66.860,26
2640,01,13,02,42.250,-83.609,37
2642,19,02,21,35.678,139.857,40
2643,10,25,25,51.433,6.75,2
2644,12,15,13,39.724,-104.985,20
2645,23,20,03,30.266,-97.738,101
2647,20,21,23,34.098,-118.326,79
2648,14,25,25,44.746,-93.288,3
2649,21,06,04,34.014,-86.006,11
2650,17,22,00,32.736,-97.121,7
2651,07,21,18,49.284,-123.108,3
2652,01,12,17,38.834,-77.223,8
2653,11,13,19,56.883,14.816,146
2654,21,18,22,40.731,-111.989,8
2656,20,02,25,40.714,-74.005,4
2657,16,25,25,45.973,-95.340,1
2658,08,13,09,51.927,4.478,7
2660,01,21,25,50.098,14.431,3
2661,10,08,07,30.267,-97.743,43
2663,11,15,21,47.573,7.563,87
2664,15,12,21,41.127,-81.609,10
2665,19,13,20,38.25,-0.8,6
2666,21,23,20,34.035,-77.893,719
2667,08,17,10,35.696,139.756,12
2668,07,04,01,29.763,-95.363,3
2669,09,21,25,48.978,2.301,2
2670,01,03,02,21.306,-157.858,10
2671,01,25,25,48.424,-123.368,1
2672,12,13,11,35.634,139.716,14
2674,15,16,25,39.878,-104.682,2
2675,06,13,11,25.055,121.513,5
2677,08,18,25,40.846,-73.891,5
2678,04,03,05,39.054,-76.518,8
2679,19,25,25,40.726,-73.995,5
2680,18,25,25,40.760,-111.891,1
2681,04,16,18,41.360,-72.902,3
2682,23,25,25,30.086,-94.101,1
2683,10,19,17,69.318,16.127,24
2684,19,25,25,39.986,-75.401,1
2685,08,25,25,40.651,-73.871,1
2686,01,25,25,37.774,-122.419,1
2687,01,22,23,-33.45,-70.666,24
2688,23,25,25,30.287,-81.473,1
2689,01,00,23,42.961,-88.012,10
2690,19,17,13,38.802,-81.350,110
2691,03,04,23,38.033,-78.482,95
2692,16,15,12,41.939,12.525,95
2693,10,11,03,-32.008,115.763,87
2694,16,25,25,13.087,80.278,2
2695,03,04,23,42.460,-71.348,6
2696,23,17,21,27.947,-82.458,61
2697,04,05,21,33.578,-117.733,8
2699,21,17,13,0.0,0.0,7
2700,19,13,17,29.916,-81.335,26
2701,00,18,01,47.658,-117.426,31
2702,03,01,21,34.094,-118.334,39
2703,22,21,05,40.014,-105.270,61
2704,23,01,25,47.606,-122.332,2
2705,01,03,00,45.519,-122.663,5
2706,22,01,00,40.608,-75.490,119
2708,02,01,18,41.850,-87.650,5
2709,10,19,25,45.464,9.189,2
2710,03,02,06,34.880,136.981,20
2712,21,25,25,37.562,-122.325,1
2713,06,05,04,33.567,-101.858,8
2714,05,25,25,21.304,-157.857,1
2716,18,20,16,30.267,-97.743,5
2717,05,23,25,-27.448,153.013,3
2718,17,25,25,-5.0,120.0,1
2719,06,04,21,34.019,-118.400,26
2720,02,25,25,44.049,-91.639,1
2721,02,16,14,0.0,0.0,4
2722,22,04,02,47.717,-116.951,111
2723,05,18,03,45.523,-122.676,5
2724,20,01,23,37.368,-122.036,35
2725,22,02,25,53.207,-6.104,2
2726,19,01,14,39.412,-76.463,13
2727,12,07,14,48.548,2.275,26
2730,15,07,13,-37.724,144.881,21
2731,07,25,25,47.678,-122.125,1
2732,00,25,25,37.763,-122.426,1
2733,08,02,22,0.0,0.0,2100
2734,16,07,17,37.898,139.038,13
2735,17,25,25,43.025,-76.007,1
2736,22,17,04,29.693,-95.525,61
2737,06,03,01,-41.290,174.780,15
2738,04,25,25,38.658,-77.249,1
2739,23,01,03,39.969,-83.004,67
2740,17,25,25,33.870,-117.925,1
2741,03,09,11,36.598,136.623,1116
2742,04,03,05,32.888,-80.007,11
2743,02,15,17,30.332,-81.655,7
2744,06,05,00,45.523,-122.676,74
2745,06,08,20,38.562,-121.476,94
2746,14,12,07,53.55,10.0,5
2747,11,08,10,-34.166,18.4,8
2749,04,12,08,35.0,105.0,8
2750,18,19,10,41.501,-86.959,10
2751,23,25,25,47.606,-122.332,1
2752,01,21,00,41.529,-8.778,32
2753,12,25,25,41.678,-73.010,1
2754,23,25,25,37.774,-122.419,2
2755,02,12,09,36.993,140.816,188
2756,22,05,04,34.046,-118.260,10
2757,01,19,16,48.994,8.400,44
2758,17,18,03,37.765,-122.241,915
2759,02,01,18,41.581,-93.621,799
2760,22,23,21,19.366,-99.216,106
2762,08,18,25,47.330,5.015,2
2763,00,20,15,35.489,-82.554,55
2764,21,25,25,51.221,6.776,1
2765,23,03,15,33.244,-86.816,100
2766,06,02,25,33.817,-117.885,2
2767,05,01,25,33.150,-96.823,2
2768,03,09,08,-38.170,144.319,60
2769,01,25,25,39.535,-76.348,1
2770,03,23,00,33.839,-84.379,3
2771,11,25,25,26.220,127.673,2
2772,08,00,25,40.729,-73.210,3
2774,03,05,04,33.675,-117.834,16
2775,01,21,13,30.255,-97.762,126
2776,13,25,25,39.768,-86.158,1
2777,07,25,25,41.551,-70.614,1
2778,21,03,20,43.613,-116.203,8
2779,10,09,25,45.463,9.179,4
2780,01,20,15,44.949,-93.085,8
2781,05,07,04,39.057,-94.602,22
2782,17,25,25,40.440,-79.995,1
2783,10,07,09,51.683,-0.611,93
2784,00,04,01,35.642,139.281,2100
2785,04,15,22,40.756,-73.981,3
2786,13,01,14,39.481,-106.038,14
2788,13,25,25,51.339,12.371,1
2789,13,25,25,30.332,-81.655,1
2790,03,15,25,34.583,135.466,3
2791,17,05,21,33.793,-97.143,28
2792,03,25,25,37.215,-93.298,2
2793,04,20,01,43.666,-92.974,127
2794,05,22,19,48.8,9.016,130
2795,17,19,04,26.271,-80.270,48
2796,17,00,23,39.768,-86.158,48
2797,18,25,25,50.9,5.4,1
2798,01,02,12,13.55,100.583,61
2800,14,17,25,37.983,-1.116,2
2801,01,10,22,35.610,139.748,20
2802,22,19,03,32.298,-90.184,11
2803,04,03,05,35.175,136.886,196
2804,12,20,19,45.464,9.189,59
2805,20,18,03,40.018,-105.275,29
2806,23,04,01,32.351,-95.301,1685
2807,05,03,02,32.961,-96.698,16
2808,05,13,23,42.525,-70.891,8
2809,00,25,25,32.603,-96.934,1
2810,11,13,12,41.377,2.178,6
2811,20,09,19,51.536,-0.107,15
2812,07,17,12,51.5,3.613,49
2813,11,03,25,37.983,23.733,3
2814,07,25,25,-34.960,138.566,1
2815,03,21,15,35.597,-82.399,9
2816,17,20,01,42.597,-82.877,4
2817,01,03,16,43.386,-79.837,5
2818,09,25,25,43.612,-116.391,1
2819,18,20,04,34.046,-118.448,6
2820,14,25,25,12.966,77.75,1
2821,11,25,25,39.954,-83.130,1
2822,12,13,08,55.613,12.985,167
2823,00,25,25,47.925,-122.683,1
2824,04,03,25,33.682,-112.107,2
2825,15,25,25,-27.458,153.040,1
2826,18,08,25,53.643,-1.806,3
2827,01,16,21,40.696,-73.967,105
2828,17,25,25,40.4,-3.883,1
2829,21,14,01,25.958,-80.148,7
2830,05,25,25,32.971,-80.216,2
2831,12,25,25,-34.983,138.6,1
2832,14,15,21,33.968,-84.101,36
2833,09,13,07,-37.75,145.066,19
2834,14,02,11,41.921,-87.634,197
2835,18,16,15,59.877,10.829,132
2836,20,17,25,44.944,-93.093,2
2837,13,12,14,55.860,-4.254,5
2838,05,17,16,-33.448,-70.630,4
2839,15,18,00,51.508,-0.125,7
2840,02,18,20,47.642,-122.134,38
2841,04,03,18,47.679,-122.325,15
2843,04,23,15,47.654,-122.320,5
2844,01,05,23,35.964,-78.544,39
2845,00,23,03,41.714,-71.383,509
2846,19,13,17,47.507,19.024,19
2847,16,25,25,42.337,-71.209,1
2848,19,20,16,40.931,-73.898,5
2849,05,23,01,34.141,-118.014,334
2850,08,19,11,51.45,7.016,14
2851,20,25,25,50.809,-0.393,1
2852,22,08,06,39.057,-94.606,10
2853,03,25,25,-33.867,151.207,1
2854,16,08,15,49.531,8.366,12
2855,09,25,25,35.660,139.692,1
2856,14,18,21,31.150,-81.498,4
2857,19,02,25,27.947,-82.458,5
2858,20,21,12,60.263,24.758,7
2861,06,15,18,52.2,-2.2,3
2862,16,17,15,36.099,-80.244,80
2863,06,25,25,34.766,32.416,1
2864,05,02,03,29.738,-95.379,31
2866,23,18,05,33.748,-84.387,5
2867,09,25,25,35.423,136.760,2
2868,15,16,18,33.448,-112.074,91
2869,20,02,19,34.730,-86.586,15
2870,14,11,13,53.616,-2.155,17
2871,05,23,25,26.122,-80.143,2
2872,04,05,11,35.665,139.730,52
2873,23,16,06,34.048,-118.240,51
2874,23,18,00,41.141,-87.875,592
2875,04,20,05,34.242,-116.911,40
2877,19,17,23,38.836,-104.823,9
2878,01,19,00,37.397,-122.060,422
2879,17,25,25,45.523,-122.676,1
2880,04,05,03,34.112,-118.338,4
2881,07,05,12,35.678,139.760,11
2882,14,25,25,48.75,8.25,1
2883,03,02,22,12.2,18.733,6
2884,15,12,10,61.483,21.783,6
2885,20,25,25,43.073,-89.401,1
2886,20,14,00,38.672,-121.225,22
2887,23,22,15,42.886,-78.878,58
2888,22,20,16,45.613,-122.610,5
2889,14,19,22,52.468,13.374,24
2890,20,16,13,30.323,-97.676,20
2891,20,18,22,41.475,2.069,6
2892,16,15,25,59.913,10.738,2
2893,11,20,10,29.651,-98.449,95
2894,06,05,04,47.615,-122.198,58
2895,01,00,23,38.660,-90.422,578
2896,17,25,25,50.116,8.683,1
2898,19,25,25,50.828,-0.139,1
2900,12,02,18,51.556,-0.125,18
2901,05,11,14,31.222,121.458,4
2902,18,21,25,53.7,10.016,2
2903,16,25,25,39.099,-94.578,1
2904,17,22,00,-23.549,-46.651,52
2905,18,01,16,35.772,-78.638,42
2906,19,18,25,40.099,-75.125,4
2907,12,21,11,21.266,42.833,10
2908,20,12,17,51.565,-0.148,10
2909,14,00,18,51.510,-0.118,18
2910,15,16,21,33.516,-86.790,64
2911,02,25,25,35.823,-78.825,1
2912,05,07,08,33.195,131.657,81
2913,09,25,25,40.714,-74.005,1
2914,15,14,01,42.033,-87.679,1380
2915,00,15,01,14.1,-87.216,9
2917,17,25,25,51.161,-114.082,1
2918,19,07,08,52.396,13.089,1019
2920,12,00,22,59.329,18.062,5
2921,18,07,25,38.692,-121.267,3
2922,23,04,21,40.036,-75.512,20
2924,17,25,25,40.3,-3.433,1
2925,18,17,03,33.999,-81.023,12
2926,12,21,16,40.668,-74.114,80
2927,16,22,14,42.201,-85.580,3
2928,08,09,25,51.554,-0.045,9
2929,15,08,25,60.175,24.921,3
2930,13,25,25,44.979,-93.263,1
2931,20,14,25,48.195,-114.312,3
2932,17,14,12,61.477,23.806,10
2933,18,20,19,40.803,-73.963,46
2934,15,17,16,42.579,-84.443,126
2935,12,17,14,34.705,135.499,10
2936,11,13,03,53.075,8.807,13
2937,17,19,14,51.527,-0.303,251
2938,23,20,19,40.741,-74.001,17
2939,21,25,25,40.802,-77.856,2
2940,03,00,25,33.402,-111.939,2
2941,22,18,19,44.971,-89.639,683
2943,17,14,16,-23.501,-47.458,229
2944,01,13,23,43.013,-81.196,22
2945,16,01,21,47.606,-122.332,4
2946,00,21,14,25.791,-80.186,27
2947,10,25,25,51.5,-0.116,1
2948,09,10,15,51.506,-0.087,7
2949,12,17,19,52.457,13.296,91
2950,00,23,04,41.546,-93.576,71
2951,01,15,16,41.746,-87.682,4
2952,02,20,25,-22.790,-43.327,2
2953,17,14,07,51.55,0.166,4
2954,08,13,17,59.440,24.806,16
2955,04,01,12,54.588,-5.934,13
2956,17,25,25,42.886,-78.878,1
2957,04,16,01,42.110,-71.013,8
2958,05,21,20,34.046,-118.448,5
2959,22,23,21,41.850,-87.650,43
2960,11,19,13,0.0,0.0,151
2961,05,14,18,42.106,-71.338,15
2962,01,15,18,39.042,-94.603,76
2963,13,03,15,35.326,139.403,2100
2964,03,01,04,36.191,-115.242,162
2965,23,20,25,41.808,-88.011,2
2966,04,25,25,33.432,-112.007,1
2967,02,01,09,39.76,-98.5,64
2968,23,16,02,44.979,-93.263,4
2970,15,20,22,41.886,-87.623,20
2971,22,23,17,40.719,-74.000,6
2972,06,23,25,49.249,-123.119,2
2973,05,08,16,43.069,141.345,21
2974,21,23,00,26.934,-80.094,116
2975,04,21,14,43.184,-70.872,4
2976,05,23,03,37.859,-122.485,4
2977,17,11,25,33.986,-118.465,2
2979,15,12,14,35.402,139.531,54
2980,03,19,04,34.690,-86.577,46
2981,20,25,25,40.757,-73.985,1
2983,07,25,25,33.021,-96.992,2
2984,01,25,25,35.155,136.915,2
2985,03,07,05,49.699,-112.818,29
2986,02,01,04,42.527,-70.928,12
2987,18,19,23,38.027,-121.885,18
2988,03,05,04,39.758,-104.989,10
2990,16,08,20,45.077,7.675,9
2991,19,17,08,37.774,-122.419,56
2992,16,25,25,55.378,-3.435,1
2993,01,17,23,27.961,-82.440,70
2994,14,21,13,53.366,-3.15,24
2995,08,22,02,41.142,-112.050,73
2996,02,21,25,37.774,-122.419,2
2997,20,17,18,51.166,4.4,11
2998,08,09,13,38.016,23.833,14
2999,02,03,05,39.908,116.397,140
3000,14,10,18,53.119,-2.458,7
3001,10,03,18,-38.0,145.083,14
3002,09,17,25,33.956,-118.438,4
3003,18,02,04,39.177,-94.613,237
3004,03,21,22,38.921,-79.853,10
3005,22,12,11,55.95,-3.983,4
3006,21,23,13,51.45,0.216,5
3007,18,20,23,39.739,-104.984,51
3008,11,12,10,34.725,135.500,235
3009,02,25,25,29.378,-98.568,1
3010,21,17,10,60.45,22.283,9
3012,19,25,25,57.653,10.441,1
3013,21,16,07,49.249,-123.119,4
3014,17,18,16,35.149,-90.048,63
3015,21,05,25,21.386,-158.009,2
3016,18,25,25,33.689,-117.897,2
3017,04,16,13,26.203,-80.205,13
3019,21,03,00,33.946,-118.388,92
3020,03,02,06,34.043,-118.266,12
3021,18,16,04,41.892,-87.636,6
3023,03,22,01,42.277,-83.740,58
3024,00,07,08,19.729,-155.09,380
3025,01,03,22,37.339,-121.894,57
3026,23,25,25,40.154,-75.066,1
3028,03,25,25,32.948,-96.729,3
3029,18,06,12,13.121,77.613,20
3031,08,12,05,35.705,139.480,156
3032,21,25,25,30.463,-98.105,1
3033,06,18,00,33.422,-111.822,36
3034,12,23,00,35.836,-78.639,7
3035,16,01,20,18.472,-66.715,30
3037,13,14,25,52.356,13.625,2
3038,05,25,25,35.685,139.751,1
3039,15,25,25,40.280,-111.723,1
3041,03,14,12,-27.983,153.333,13
3042,06,15,25,39.894,-75.087,2
3043,18,04,13,38.876,-77.107,17
3044,01,03,21,33.414,-111.909,75
3046,23,22,21,37.774,-122.419,176
3047,15,14,11,48.75,9.3,75
3050,14,10,25,40.959,-5.649,2
3051,12,25,25,33.871,35.509,1
3052,00,25,25,20.894,-156.47,4
3053,19,00,25,38.901,-77.120,6
3054,00,18,02,37.780,-122.495,3
3055,20,21,19,33.352,-111.789,1094
3056,18,16,10,51.4,-0.666,12
3057,01,25,25,30.403,-97.638,1
3058,10,08,06,35.642,139.669,63
3059,13,08,09,35.684,139.542,179
3060,19,20,05,26.272,-80.282,9
3061,01,05,02,33.835,-117.914,9
3062,18,19,23,35.227,-78.864,62
3063,23,22,03,41.509,-90.578,300
3065,07,06,02,47.779,-122.312,13
3066,15,03,14,38.475,-77.416,13
3069,07,25,25,62.443,-114.427,2
3070,01,00,23,41.437,-71.501,18
3071,17,25,25,29.495,-98.618,1
3073,19,21,22,35.467,-97.516,18
3074,23,01,07,47.605,-122.337,67
3075,16,25,25,51.2,6.683,2
3076,22,21,25,40.704,-74.013,2
3077,07,17,06,51.279,-0.961,218
3078,11,17,25,41.511,-87.319,2
3079,15,25,25,54.966,-1.7,1
3080,17,20,16,34.730,-86.586,1462
3082,17,19,25,39.841,-96.519,3
3084,06,03,15,37.774,-122.419,5
3085,07,16,09,51.912,4.341,9
3086,14,12,16,53.007,-2.180,32
3087,21,25,25,35.500,-80.000,1
3088,07,25,25,50.952,5.348,2
3090,08,13,25,55.669,12.571,3
3091,09,25,25,51.027,5.398,1
3092,01,02,03,40.708,-73.921,257
3093,22,15,23,39.780,-86.166,65
3094,21,05,15,43.650,-79.371,23
3095,16,21,04,36.863,-76.286,14
3096,07,17,16,53.541,9.988,55
3097,12,15,21,41.895,12.472,5
3098,20,12,25,40.714,-74.005,3
3099,06,03,14,33.425,-111.940,6
3100,06,15,25,38.015,-122.265,5
3101,00,02,20,25.933,-80.152,29
3102,00,15,17,38.896,-77.029,2100
3103,13,10,09,40.629,22.952,15
3104,22,16,25,40.805,-73.962,2
3105,19,23,20,39.537,-104.944,745
3107,00,25,25,37.778,-122.402,1
3108,21,14,17,39.285,-76.613,7
3109,16,01,20,33.005,-96.847,14
3110,10,25,25,-35.283,149.128,3
3112,20,23,25,47.606,-122.332,2
3113,12,11,04,34.666,135.5,40
3114,14,25,25,40.714,-74.005,1
3115,23,00,25,36.144,-115.187,3
3116,14,16,03,42.277,-83.740,71
3117,14,25,25,34.737,-92.351,1
3118,22,25,25,46.464,-0.836,1
3119,16,20,25,32.942,-97.129,6
3120,23,22,20,40.103,-105.170,302
3122,00,18,15,18.466,-69.9,7
3123,00,01,05,38.899,-77.041,57
3124,23,02,19,51.540,-3.373,5
3125,21,19,22,48.444,-123.391,3
3126,12,13,16,52.842,-1.341,3
3127,20,04,02,34.420,-119.698,57
3128,00,18,23,35.735,-78.790,49
3129,22,00,25,-41.3,174.8,5
3130,07,22,13,39.952,-75.163,12
3131,15,03,22,39.875,-104.764,16
3132,19,00,21,34.076,-118.394,45
3133,13,25,25,60.165,24.932,1
3134,05,21,25,27.947,-82.458,2
3135,22,08,04,29.758,-95.371,6
3137,08,17,16,-6.115,106.906,8
3139,14,25,25,38.806,-77.046,1
3140,03,14,00,37.774,-122.419,44
3141,05,11,23,35.685,139.751,13
3142,01,03,25,32.684,-97.068,2
3144,03,25,25,43.450,-79.682,1
3145,12,09,18,41.904,12.489,6
3146,01,06,05,21.600,-158.101,65
3147,00,22,05,33.509,-111.899,3
3148,14,19,21,63.418,10.405,9
3149,17,25,25,33.535,-82.013,1
3150,00,04,16,32.715,-117.157,4
3151,21,20,25,53.571,-2.425,4
3152,01,19,16,43.020,-87.995,34
3153,04,02,03,39.952,-75.163,455
3154,14,13,20,32.254,-95.290,330
3155,16,23,19,28.524,-81.377,69
3156,23,02,01,40.167,-105.101,16
3157,01,23,21,-33.882,151.207,63
3158,19,21,25,39.952,-75.163,2
3159,22,02,21,40.020,-105.263,23
3160,14,13,12,51.502,-0.072,33
3161,18,20,17,51.460,-0.300,4
3162,18,25,25,50.950,6.927,1
3164,09,25,25,55.733,37.629,2
3165,21,20,23,42.350,-71.075,19
3166,16,25,25,50.9,4.666,1
3167,02,23,25,28.538,-81.379,2
3168,23,02,19,46.877,-96.789,1235
3170,08,07,13,22.25,114.183,4
3171,02,20,19,33.101,-96.683,99
3172,14,15,13,51.500,-0.112,26
3173,00,22,19,40.998,-73.961,242
3175,05,25,25,-33.891,151.206,2
3176,23,02,05,39.468,-76.611,89
3177,17,19,06,59.820,10.805,7
3178,01,13,22,44.818,20.468,150
3179,22,17,14,39.739,-104.984,9
3180,22,14,16,30.218,-97.781,26
3181,14,21,16,39.738,-84.186,8
3182,17,19,08,60.175,24.934,16
3183,18,21,23,0.0,0.0,323
3184,21,25,25,53.423,-2.169,1
3185,20,19,25,30.520,-97.830,3
3186,11,13,23,55.983,-4.316,5
3187,22,12,23,38.923,-76.853,5
3188,02,11,05,43.700,-79.416,5
3189,20,25,25,50.618,-3.415,1
3190,04,14,18,35.779,-78.652,43
3191,22,20,13,60.175,24.934,5
3192,15,16,25,39.76,-98.5,7
3194,05,21,18,37.555,-122.261,4
3195,04,05,25,51.508,-0.125,4
3196,00,07,14,34.966,138.383,230
3197,11,19,25,45.75,25.333,2
3198,03,14,12,0.0,0.0,192
3199,02,03,23,36.831,-119.827,176
3200,06,02,17,36.008,-78.922,32
3201,16,20,17,38.0,23.683,13
3202,23,06,21,30.267,-97.743,70
3204,04,02,03,35.685,139.751,7
3205,02,01,25,38.523,-122.795,3
3206,15,16,14,40.676,-111.957,162
3207,03,18,20,29.691,-95.209,8
3208,19,03,20,45.534,-73.582,11
3209,00,15,17,38.592,-90.340,41
3210,12,03,25,35.805,127.130,2
3211,21,25,25,40.692,-73.985,3
3213,17,03,20,33.231,-117.139,3
3214,12,25,25,49.249,-123.119,1
3215,00,25,25,37.287,-121.949,1
3216,04,07,17,0.0,0.0,84
3217,05,04,03,41.560,-90.502,48
3218,19,16,05,37.339,-121.894,35
3219,00,16,20,26.405,-81.710,5
3220,01,02,03,33.448,-112.074,511
3221,00,25,25,39.900,-74.994,1
3222,17,18,07,41.915,-71.908,4
3223,16,10,13,55.605,13.000,5
3225,11,09,02,-32.942,151.750,8
3226,08,09,18,59.329,18.062,56
3227,20,25,25,42.368,-83.352,2
3228,09,08,19,-43.533,172.633,267
3229,20,10,18,59.916,10.762,5
3230,16,15,10,52.552,13.415,38
3231,05,04,12,35.655,139.753,7
3232,01,15,14,0.0,0.0,49
3233,18,02,25,37.667,-95.464,3
3234,11,01,20,52.25,-0.883,10
3236,15,01,19,32.942,-97.129,30
3237,00,01,17,39.920,-105.086,1284
3238,00,12,11,-7.249,112.750,19
3239,14,25,25,38.888,-77.180,1
3241,16,25,25,39.952,-75.163,1
3242,03,05,00,35.913,139.327,9
3243,21,20,25,45.305,-93.794,2
3245,10,21,15,51.912,8.387,20
3246,17,12,23,58.938,5.683,12
3247,19,21,20,44.649,-93.242,4
3250,10,00,12,49.002,8.402,6
3251,23,00,15,34.754,-77.430,1925
3252,16,20,17,51.672,-1.262,26
3253,06,03,09,0.0,0.0,408
3254,15,18,25,33.070,-96.815,2
3255,17,25,25,37.787,-122.401,3
3256,04,03,05,35.642,139.667,87
3257,17,08,11,31.117,-97.727,7
3258,03,00,23,38.240,-85.716,139
3259,15,21,22,27.839,-82.791,5
3260,03,17,13,25.890,-80.186,21
3261,13,18,14,42.037,-88.281,84
3262,16,00,04,37.554,-77.457,23
3263,00,22,23,45.168,9.578,20
3264,19,05,25,59.188,17.568,2
3266,03,00,14,38.254,-85.759,5
3267,16,15,01,38.414,-81.844,315
3269,04,03,17,40.853,-74.829,6
3271,23,25,25,33.448,-112.074,1
3273,12,11,13,0.0,0.0,173
3274,10,20,00,51.201,3.456,6
3275,19,15,00,46.681,-68.015,164
3276,11,13,20,55.866,-4.033,17
3277,22,21,15,39.430,-77.804,45
3278,16,07,06,29.518,-98.316,6
3280,03,23,22,41.974,-87.754,222
3281,12,25,25,55.378,-3.435,2
3282,20,25,25,25.774,-80.193,4
3283,00,19,18,55.720,37.437,7
3284,01,12,09,34.246,108.873,20
3285,13,12,10,35.177,138.681,68
3286,00,23,02,-33.857,151.208,21
3287,00,09,25,39.740,-104.948,4
3288,20,01,25,45.534,-122.659,2
3289,03,19,04,14.585,121.052,4
3290,21,00,03,34.052,-118.243,13
3291,04,01,02,34.052,-118.243,7
3292,00,05,25,44.415,-118.953,2
3293,11,15,03,22.403,114.244,27
3294,09,02,18,41.850,-87.650,7
3295,19,25,25,33.669,-117.823,1
3297,19,21,00,37.775,-122.426,81
3298,11,17,20,45.882,6.217,63
3299,04,16,17,29.752,-95.727,41
3300,10,25,25,59.216,10.95,2
3301,04,05,18,39.461,-88.175,5
3302,16,18,01,44.817,-91.518,6
3303,16,25,25,43.700,-79.416,2
3304,23,01,03,49.249,-123.119,3
3305,00,18,23,38.942,-94.584,121
3306,10,06,08,37.800,-122.416,16
3307,06,25,25,36.294,-76.251,1
3309,07,14,12,35.819,-78.847,11
3310,04,06,02,47.625,-122.323,137
3311,16,25,25,54.967,-1.614,1
3312,13,00,21,52.883,-1.566,6
3313,13,19,25,32.115,-81.247,2
3314,04,01,14,29.763,-95.363,4
3315,15,17,01,29.940,-95.431,19
3316,17,16,25,40.714,-74.005,3
3317,14,12,20,59.913,10.738,3
3318,18,17,08,51.874,0.858,29
3321,20,22,19,37.688,-120.930,61
3323,01,25,25,37.662,-122.401,2
3324,04,03,25,29.283,-94.797,2
3325,12,25,25,53.55,10.0,3
3327,03,02,25,42.907,-85.791,8
3328,10,08,07,34.743,136.517,7
3329,02,01,00,33.723,-117.779,69
3330,07,17,12,61.450,23.861,25
3331,02,01,22,40.626,-73.947,4
3332,16,10,17,37.243,-115.811,598
3333,23,04,19,32.901,-117.207,27
3334,23,19,20,42.344,-88.041,20
3335,02,03,20,28.220,-82.313,5
3336,12,15,10,59.5,13.283,9
3338,15,25,25,30.438,-84.280,1
3339,04,05,03,35.647,139.704,205
3340,01,00,07,-33.838,151.204,25
3341,16,17,07,23.967,120.963,39
3343,19,15,14,32.784,-96.796,367
3344,18,20,19,29.287,-97.151,505
3345,14,03,18,26.709,-80.109,65
3347,03,02,01,42.629,-73.865,7
3348,13,17,15,50.415,-3.576,10
3350,22,19,18,34.052,-118.243,3
3352,06,23,25,33.953,-117.396,3
3353,22,25,25,37.772,-122.409,1
3354,22,20,04,37.788,-122.397,145
3355,01,23,03,47.606,-122.332,28
3356,15,16,17,40.740,-73.662,115
3357,06,04,05,33.642,130.473,64
3358,21,00,03,33.835,-117.914,123
3359,14,16,15,0.0,0.0,5
